#1
double tab1(144,2)
   6.0000000000000000e+02	   9.4749999999999996e+00	
   1.2000000000000000e+03	   9.4749999999999996e+00	
   1.8000000000000000e+03	   9.4749999999999996e+00	
   2.4000000000000000e+03	   9.4749999999999996e+00	
   3.0000000000000000e+03	   9.4749999999999996e+00	
   3.6000000000000000e+03	   9.4749999999999996e+00	
   4.2000000000000000e+03	   9.4749999999999996e+00	
   4.8000000000000000e+03	   9.4749999999999996e+00	
   5.4000000000000000e+03	   9.4250000000000007e+00	
   6.0000000000000000e+03	   9.3750000000000000e+00	
   6.6000000000000000e+03	   9.3249999999999993e+00	
   7.2000000000000000e+03	   9.2750000000000004e+00	
   7.8000000000000000e+03	   9.2249999999999996e+00	
   8.4000000000000000e+03	   9.1750000000000007e+00	
   9.0000000000000000e+03	   9.1250000000000000e+00	
   9.6000000000000000e+03	   9.0749999999999993e+00	
   1.0200000000000000e+04	   9.0250000000000004e+00	
   1.0800000000000000e+04	   8.9749999999999996e+00	
   1.1400000000000000e+04	   8.9250000000000007e+00	
   1.2000000000000000e+04	   8.8829999999999991e+00	
   1.2600000000000000e+04	   8.8499999999999996e+00	
   1.3200000000000000e+04	   8.8170000000000002e+00	
   1.3800000000000000e+04	   8.7829999999999995e+00	
   1.4400000000000000e+04	   8.7500000000000000e+00	
   1.5000000000000000e+04	   8.7170000000000005e+00	
   1.5600000000000000e+04	   8.6750000000000007e+00	
   1.6200000000000000e+04	   8.6250000000000000e+00	
   1.6800000000000000e+04	   8.5749999999999993e+00	
   1.7400000000000000e+04	   8.5250000000000004e+00	
   1.8000000000000000e+04	   8.4749999999999996e+00	
   1.8600000000000000e+04	   8.4250000000000007e+00	
   1.9200000000000000e+04	   8.3750000000000000e+00	
   1.9800000000000000e+04	   8.3249999999999993e+00	
   2.0400000000000000e+04	   8.2750000000000004e+00	
   2.1000000000000000e+04	   8.2249999999999996e+00	
   2.1600000000000000e+04	   8.1750000000000007e+00	
   2.2200000000000000e+04	   8.1250000000000000e+00	
   2.2800000000000000e+04	   8.0749999999999993e+00	
   2.3400000000000000e+04	   8.0250000000000004e+00	
   2.4000000000000000e+04	   7.9749999999999996e+00	
   2.4600000000000000e+04	   7.9249999999999998e+00	
   2.5200000000000000e+04	   7.8750000000000000e+00	
   2.5800000000000000e+04	   7.8250000000000002e+00	
   2.6400000000000000e+04	   7.7830000000000004e+00	
   2.7000000000000000e+04	   7.7500000000000000e+00	
   2.7600000000000000e+04	   7.7169999999999996e+00	
   2.8200000000000000e+04	   7.6829999999999998e+00	
   2.8800000000000000e+04	   7.6500000000000004e+00	
   2.9400000000000000e+04	   7.6170000000000000e+00	
   3.0000000000000000e+04	   7.5750000000000002e+00	
   3.0600000000000000e+04	   7.5250000000000004e+00	
   3.1200000000000000e+04	   7.4749999999999996e+00	
   3.1800000000000000e+04	   7.4249999999999998e+00	
   3.2400000000000000e+04	   7.3750000000000000e+00	
   3.3000000000000000e+04	   7.3250000000000002e+00	
   3.3600000000000000e+04	   7.4169999999999998e+00	
   3.4200000000000000e+04	   7.6500000000000004e+00	
   3.4800000000000000e+04	   7.8830000000000000e+00	
   3.5400000000000000e+04	   8.1170000000000009e+00	
   3.6000000000000000e+04	   8.3499999999999996e+00	
   3.6600000000000000e+04	   8.5830000000000002e+00	
   3.7200000000000000e+04	   8.7919999999999998e+00	
   3.7800000000000000e+04	   8.9749999999999996e+00	
   3.8400000000000000e+04	   9.1579999999999995e+00	
   3.9000000000000000e+04	   9.3420000000000005e+00	
   3.9600000000000000e+04	   9.5250000000000004e+00	
   4.0200000000000000e+04	   9.7080000000000002e+00	
   4.0800000000000000e+04	   9.8919999999999995e+00	
   4.1400000000000000e+04	   1.0074999999999999e+01	
   4.2000000000000000e+04	   1.0257999999999999e+01	
   4.2600000000000000e+04	   1.0442000000000000e+01	
   4.3200000000000000e+04	   1.0625000000000000e+01	
   4.3800000000000000e+04	   1.0808000000000000e+01	
   4.4400000000000000e+04	   1.1007999999999999e+01	
   4.5000000000000000e+04	   1.1225000000000000e+01	
   4.5600000000000000e+04	   1.1442000000000000e+01	
   4.6200000000000000e+04	   1.1657999999999999e+01	
   4.6800000000000000e+04	   1.1875000000000000e+01	
   4.7400000000000000e+04	   1.2092000000000001e+01	
   4.8000000000000000e+04	   1.2275000000000000e+01	
   4.8600000000000000e+04	   1.2425000000000001e+01	
   4.9200000000000000e+04	   1.2574999999999999e+01	
   4.9800000000000000e+04	   1.2725000000000000e+01	
   5.0400000000000000e+04	   1.2875000000000000e+01	
   5.1000000000000000e+04	   1.3025000000000000e+01	
   5.1600000000000000e+04	   1.3092000000000001e+01	
   5.2200000000000000e+04	   1.3074999999999999e+01	
   5.2800000000000000e+04	   1.3058000000000000e+01	
   5.3400000000000000e+04	   1.3042000000000000e+01	
   5.4000000000000000e+04	   1.3025000000000000e+01	
   5.4600000000000000e+04	   1.3007999999999999e+01	
   5.5200000000000000e+04	   1.2949999999999999e+01	
   5.5800000000000000e+04	   1.2850000000000000e+01	
   5.6400000000000000e+04	   1.2750000000000000e+01	
   5.7000000000000000e+04	   1.2650000000000000e+01	
   5.7600000000000000e+04	   1.2550000000000001e+01	
   5.8200000000000000e+04	   1.2449999999999999e+01	
   5.8800000000000000e+04	   1.2333000000000000e+01	
   5.9400000000000000e+04	   1.2199999999999999e+01	
   6.0000000000000000e+04	   1.2067000000000000e+01	
   6.0600000000000000e+04	   1.1933000000000000e+01	
   6.1200000000000000e+04	   1.1800000000000001e+01	
   6.1800000000000000e+04	   1.1667000000000000e+01	
   6.2400000000000000e+04	   1.1574999999999999e+01	
   6.3000000000000000e+04	   1.1525000000000000e+01	
   6.3600000000000000e+04	   1.1475000000000000e+01	
   6.4200000000000000e+04	   1.1425000000000001e+01	
   6.4800000000000000e+04	   1.1375000000000000e+01	
   6.5400000000000000e+04	   1.1324999999999999e+01	
   6.6000000000000000e+04	   1.1275000000000000e+01	
   6.6600000000000000e+04	   1.1225000000000000e+01	
   6.7200000000000000e+04	   1.1175000000000001e+01	
   6.7800000000000000e+04	   1.1125000000000000e+01	
   6.8400000000000000e+04	   1.1074999999999999e+01	
   6.9000000000000000e+04	   1.1025000000000000e+01	
   6.9600000000000000e+04	   1.0983000000000001e+01	
   7.0200000000000000e+04	   1.0949999999999999e+01	
   7.0800000000000000e+04	   1.0917000000000000e+01	
   7.1400000000000000e+04	   1.0882999999999999e+01	
   7.2000000000000000e+04	   1.0850000000000000e+01	
   7.2600000000000000e+04	   1.0817000000000000e+01	
   7.3200000000000000e+04	   1.0775000000000000e+01	
   7.3800000000000000e+04	   1.0725000000000000e+01	
   7.4400000000000000e+04	   1.0675000000000001e+01	
   7.5000000000000000e+04	   1.0625000000000000e+01	
   7.5600000000000000e+04	   1.0574999999999999e+01	
   7.6200000000000000e+04	   1.0525000000000000e+01	
   7.6800000000000000e+04	   1.0475000000000000e+01	
   7.7400000000000000e+04	   1.0425000000000001e+01	
   7.8000000000000000e+04	   1.0375000000000000e+01	
   7.8600000000000000e+04	   1.0324999999999999e+01	
   7.9200000000000000e+04	   1.0275000000000000e+01	
   7.9800000000000000e+04	   1.0225000000000000e+01	
   8.0400000000000000e+04	   1.0183000000000000e+01	
   8.1000000000000000e+04	   1.0150000000000000e+01	
   8.1600000000000000e+04	   1.0117000000000001e+01	
   8.2200000000000000e+04	   1.0083000000000000e+01	
   8.2800000000000000e+04	   1.0050000000000001e+01	
   8.3400000000000000e+04	   1.0016999999999999e+01	
   8.4000000000000000e+04	   9.9749999999999996e+00	
   8.4600000000000000e+04	   9.9250000000000007e+00	
   8.5200000000000000e+04	   9.8750000000000000e+00	
   8.5800000000000000e+04	   9.8249999999999993e+00	
   8.6400000000000000e+04	   9.7750000000000004e+00	
